0,1,2,3,4,cluster,sc
1.0,4.9,3.0,1.4,0.2,10,0.7814839059731515
2.0,4.7,3.2,1.3,0.2,10,0.7980061530044658
3.0,4.6,3.1,1.5,0.2,10,0.7669520399196857
4.0,5.0,3.6,1.4,0.2,10,0.8203836845454553
5.0,5.4,3.9,1.7,0.4,10,0.7053496946077118
6.0,4.6,3.4,1.4,0.3,10,0.787272908988928
7.0,5.0,3.4,1.5,0.2,10,0.8257364280327412
8.0,4.4,2.9,1.4,0.2,10,0.7037709502194837
9.0,4.9,3.1,1.5,0.1,10,0.7946610551390663
10.0,5.4,3.7,1.5,0.2,10,0.7692408456166553
11.0,4.8,3.4,1.6,0.2,10,0.8031757354274313
12.0,4.8,3.0,1.4,0.1,10,0.7761980475441385
13.0,4.3,3.0,1.1,0.1,10,0.7012352892208403
14.0,5.8,4.0,1.2,0.2,10,0.6637819343552822
15.0,5.7,4.4,1.5,0.4,10,0.5998998955643703
16.0,5.4,3.9,1.3,0.4,10,0.7403291488960775
17.0,5.1,3.5,1.4,0.3,10,0.8228653638490595
18.0,5.7,3.8,1.7,0.3,10,0.6604528235784767
19.0,5.1,3.8,1.5,0.3,10,0.7873178749337755
20.0,5.4,3.4,1.7,0.2,10,0.7434418981252089
21.0,5.1,3.7,1.5,0.4,10,0.7930947932993437
22.0,4.6,3.6,1.0,0.2,10,0.7581314505247074
23.0,5.1,3.3,1.7,0.5,10,0.7508168126898626
24.0,4.8,3.4,1.9,0.2,10,0.7265713665215293
25.0,5.0,3.0,1.6,0.2,10,0.7590682251959391
26.0,5.0,3.4,1.6,0.4,10,0.799730247197742
27.0,5.2,3.5,1.5,0.2,10,0.8124723158489262
28.0,5.2,3.4,1.4,0.2,10,0.8151421942368083
29.0,4.7,3.2,1.6,0.2,10,0.7816302218556028
30.0,4.8,3.1,1.6,0.2,10,0.7787827134175793
31.0,5.4,3.4,1.5,0.4,10,0.762153280920874
32.0,5.2,4.1,1.5,0.1,10,0.7250885577690901
33.0,5.5,4.2,1.4,0.2,10,0.683353033469854
34.0,4.9,3.1,1.5,0.1,10,0.7946610551390663
35.0,5.0,3.2,1.2,0.2,10,0.8028505334586519
36.0,5.5,3.5,1.3,0.2,10,0.7603706013933461
37.0,4.9,3.1,1.5,0.1,10,0.7946610551390663
38.0,4.4,3.0,1.3,0.2,10,0.7250015615445744
39.0,5.1,3.4,1.5,0.2,10,0.8218848819157157
40.0,5.0,3.5,1.3,0.3,10,0.821270675956566
41.0,4.5,2.3,1.3,0.3,10,0.56710461368661
42.0,4.4,3.2,1.3,0.2,10,0.7468625477252677
43.0,5.0,3.5,1.6,0.6,10,0.7598880099842161
44.0,5.1,3.8,1.9,0.4,10,0.6974792320631801
45.0,4.8,3.0,1.4,0.3,10,0.773352602299111
46.0,5.1,3.8,1.6,0.2,10,0.7788681945921752
47.0,4.6,3.2,1.4,0.2,10,0.784738104854002
48.0,5.3,3.7,1.5,0.2,10,0.785977512632093
49.0,5.0,3.3,1.4,0.2,10,0.824721311619538
50.0,7.0,3.2,4.7,1.4,12,0.17763861494919236
51.0,6.4,3.2,4.5,1.5,12,0.4348330633495142
52.0,6.9,3.1,4.9,1.5,12,0.0872406605517408
53.0,5.5,2.3,4.0,1.3,11,0.5044462011998951
54.0,6.5,2.8,4.6,1.5,12,0.4589516197259823
55.0,5.7,2.8,4.5,1.3,11,0.07636507876896768
56.0,6.3,3.3,4.7,1.6,12,0.3415289204400735
57.0,4.9,2.4,3.3,1.0,11,0.5039828765822979
58.0,6.6,2.9,4.6,1.3,12,0.4378776392177897
59.0,5.2,2.7,3.9,1.4,11,0.5226166212439411
60.0,5.0,2.0,3.5,1.0,11,0.4825509607940679
61.0,5.9,3.0,4.2,1.5,12,-0.055595108650510434
62.0,6.0,2.2,4.0,1.0,11,0.30850435035978413
63.0,6.1,2.9,4.7,1.4,12,0.44476531329036584
64.0,5.6,2.9,3.6,1.3,11,0.48320095596582874
65.0,6.7,3.1,4.4,1.4,12,0.39429005809333095
66.0,5.6,3.0,4.5,1.5,11,0.0032351596697426676
67.0,5.8,2.7,4.1,1.0,11,0.40509564062603665
68.0,6.2,2.2,4.5,1.5,12,0.21028184309196488
69.0,5.6,2.5,3.9,1.1,11,0.560183101559585
70.0,5.9,3.2,4.8,1.8,12,0.3155404732355705
71.0,6.1,2.8,4.0,1.3,12,-0.17762747781228144
72.0,6.3,2.5,4.9,1.5,12,0.3888396997450987
73.0,6.1,2.8,4.7,1.2,12,0.3453154528676435
74.0,6.4,2.9,4.3,1.3,12,0.3100723493087531
75.0,6.6,3.0,4.4,1.4,12,0.43044718282877176
76.0,6.8,2.8,4.8,1.4,12,0.27759993015322476
77.0,6.7,3.0,5.0,1.7,14,-0.01277457146321513
78.0,6.0,2.9,4.5,1.5,12,0.3051688136471272
79.0,5.7,2.6,3.5,1.0,11,0.5094202011149206
80.0,5.5,2.4,3.8,1.1,11,0.5727343272098656
81.0,5.5,2.4,3.7,1.0,11,0.5645222996148453
82.0,5.8,2.7,3.9,1.2,11,0.468368944092677
83.0,6.0,2.7,5.1,1.6,12,0.3126860811724586
84.0,5.4,3.0,4.5,1.5,11,0.13577691686398188
85.0,6.0,3.4,4.5,1.6,12,0.3046090753337484
86.0,6.7,3.1,4.7,1.5,12,0.3014328536227213
87.0,6.3,2.3,4.4,1.3,12,0.1703962335228498
88.0,5.6,3.0,4.1,1.3,11,0.38760903541728114
89.0,5.5,2.5,4.0,1.3,11,0.5410118419278914
90.0,5.5,2.6,4.4,1.2,11,0.3527527913612353
91.0,6.1,3.0,4.6,1.4,12,0.40485105752720757
92.0,5.8,2.6,4.0,1.2,11,0.4537335092066813
93.0,5.0,2.3,3.3,1.0,11,0.5102302422969884
94.0,5.6,2.7,4.2,1.3,11,0.4324351470722581
95.0,5.7,3.0,4.2,1.2,11,0.30838398444680104
96.0,5.7,2.9,4.2,1.3,11,0.32864388284431234
97.0,6.2,2.9,4.3,1.3,12,0.20864134976038945
98.0,5.1,2.5,3.0,1.1,11,0.4315063431301165
99.0,5.7,2.8,4.1,1.3,11,0.41954479702348085
100.0,6.3,3.3,6.0,2.5,14,0.41289244820117205
101.0,5.8,2.7,5.1,1.9,12,0.2212236930946163
102.0,7.1,3.0,5.9,2.1,13,-0.039230274273601144
103.0,6.3,2.9,5.6,1.8,14,0.3811010353789297
104.0,6.5,3.0,5.8,2.2,14,0.5516640771493003
105.0,7.6,3.0,6.6,2.1,13,0.5425167516415421
106.0,4.9,2.5,4.5,1.7,11,0.24229943310590135
107.0,7.3,2.9,6.3,1.8,13,0.4170961642367978
108.0,6.7,2.5,5.8,1.8,14,0.3018142799145245
109.0,7.2,3.6,6.1,2.5,13,0.13600394518330944
110.0,6.5,3.2,5.1,2.0,14,0.303059429155594
111.0,6.4,2.7,5.3,1.9,14,0.23081676403273105
112.0,6.8,3.0,5.5,2.1,14,0.5579753691480096
113.0,5.7,2.5,5.0,2.0,12,0.23789016774182492
114.0,5.8,2.8,5.1,2.4,12,-0.06676599027758262
115.0,6.4,3.2,5.3,2.3,14,0.5009921432497662
116.0,6.5,3.0,5.5,1.8,14,0.44648824500434997
117.0,7.7,3.8,6.7,2.2,13,0.4313771580390556
118.0,7.7,2.6,6.9,2.3,13,0.4424050597536282
119.0,6.0,2.2,5.0,1.5,12,0.3206944710774065
120.0,6.9,3.2,5.7,2.3,14,0.39189656974198667
121.0,5.6,2.8,4.9,2.0,12,0.26650435000253936
122.0,7.7,2.8,6.7,2.0,13,0.5204258554569304
123.0,6.3,2.7,4.9,1.8,12,0.2845761254973827
124.0,6.7,3.3,5.7,2.1,14,0.4989907417490779
125.0,7.2,3.2,6.0,1.8,13,0.21737176024532529
126.0,6.2,2.8,4.8,1.8,12,0.3741344977200767
127.0,6.1,3.0,4.9,1.8,12,0.3003395349410573
128.0,6.4,2.8,5.6,2.1,14,0.5166103191643606
129.0,7.2,3.0,5.8,1.6,13,0.04420817564175413
130.0,7.4,2.8,6.1,1.9,13,0.3799715081387682
131.0,7.9,3.8,6.4,2.0,13,0.4304776866734342
132.0,6.4,2.8,5.6,2.2,14,0.530023948261208
133.0,6.3,2.8,5.1,1.5,12,0.25459747680514716
134.0,6.1,2.6,5.6,1.4,12,-0.012917128702091833
135.0,7.7,3.0,6.1,2.3,13,0.4353223670996551
136.0,6.3,3.4,5.6,2.4,14,0.523400621032227
137.0,6.4,3.1,5.5,1.8,14,0.42388686628175354
138.0,6.0,3.0,4.8,1.8,12,0.3746657277512211
139.0,6.9,3.1,5.4,2.1,14,0.5164962110001607
140.0,6.7,3.1,5.6,2.4,14,0.5554872060683228
141.0,6.9,3.1,5.1,2.3,14,0.4220002854766699
142.0,5.8,2.7,5.1,1.9,12,0.2212236930946163
143.0,6.8,3.2,5.9,2.3,14,0.3267395128330369
144.0,6.7,3.3,5.7,2.5,14,0.46426412898553737
145.0,6.7,3.0,5.2,2.3,14,0.48664625695437014
146.0,6.3,2.5,5.0,1.9,12,0.15518330348802464
147.0,6.5,3.0,5.2,2.0,14,0.3743386768792524
148.0,6.2,3.4,5.4,2.3,14,0.4380207783258117
149.0,5.9,3.0,5.1,1.8,12,0.18957830957587968
0.0,5.1,3.5,1.4,0.2,17,0.3364380103628246
1.0,4.9,3.0,1.4,0.2,20,0.5001437633547968
2.0,4.7,3.2,1.3,0.2,20,0.5250415040289258
3.0,4.6,3.1,1.5,0.2,20,0.5888260926657883
4.0,5.0,3.6,1.4,0.2,17,0.3040400981622614
5.0,5.4,3.9,1.7,0.4,17,0.5243240582855675
6.0,4.6,3.4,1.4,0.3,20,0.37868619348774996
7.0,5.0,3.4,1.5,0.2,17,0.06917959067459993
8.0,4.4,2.9,1.4,0.2,20,0.5644660557249961
9.0,4.9,3.1,1.5,0.1,20,0.47717612249441965
10.0,5.4,3.7,1.5,0.2,17,0.5477595518059024
11.0,4.8,3.4,1.6,0.2,20,0.20728836259937358
12.0,4.8,3.0,1.4,0.1,20,0.5603339372319301
13.0,4.3,3.0,1.1,0.1,20,0.4951845090055974
14.0,5.8,4.0,1.2,0.2,17,0.43807157870638935
15.0,5.7,4.4,1.5,0.4,17,0.42819217384578306
16.0,5.4,3.9,1.3,0.4,17,0.5122590255504631
17.0,5.1,3.5,1.4,0.3,17,0.3564340939146668
18.0,5.7,3.8,1.7,0.3,17,0.4892348577055459
19.0,5.1,3.8,1.5,0.3,17,0.49159834819057135
20.0,5.4,3.4,1.7,0.2,17,0.3777403044617454
21.0,5.1,3.7,1.5,0.4,17,0.47073611416809436
22.0,4.6,3.6,1.0,0.2,20,0.16399240436003432
23.0,5.1,3.3,1.7,0.5,17,0.12729988488258007
24.0,4.8,3.4,1.9,0.2,20,0.09718943642471255
25.0,5.0,3.0,1.6,0.2,20,0.3659954094631806
26.0,5.0,3.4,1.6,0.4,17,0.13154223161404577
27.0,5.2,3.5,1.5,0.2,17,0.4294211031920588
28.0,5.2,3.4,1.4,0.2,17,0.3104767720230149
29.0,4.7,3.2,1.6,0.2,20,0.49850240968955145
30.0,4.8,3.1,1.6,0.2,20,0.5040099127858073
31.0,5.4,3.4,1.5,0.4,17,0.41098856009279033
32.0,5.2,4.1,1.5,0.1,17,0.4561155888070304
33.0,5.5,4.2,1.4,0.2,17,0.47792953584421616
34.0,4.9,3.1,1.5,0.1,20,0.47717612249441965
35.0,5.0,3.2,1.2,0.2,20,0.23176645756649988
36.0,5.5,3.5,1.3,0.2,17,0.4296823333403402
37.0,4.9,3.1,1.5,0.1,20,0.47717612249441965
38.0,4.4,3.0,1.3,0.2,20,0.5675497860441588
39.0,5.1,3.4,1.5,0.2,17,0.23073656195943087
40.0,5.0,3.5,1.3,0.3,17,0.18808774166535844
41.0,4.5,2.3,1.3,0.3,20,0.40783575531550076
42.0,4.4,3.2,1.3,0.2,20,0.530303847642206
43.0,5.0,3.5,1.6,0.6,17,0.22593242673122862
44.0,5.1,3.8,1.9,0.4,17,0.38480480564147274
45.0,4.8,3.0,1.4,0.3,20,0.5352863839796321
46.0,5.1,3.8,1.6,0.2,17,0.47163759630221436
47.0,4.6,3.2,1.4,0.2,20,0.5645321565387746
48.0,5.3,3.7,1.5,0.2,17,0.5452770182576752
49.0,5.0,3.3,1.4,0.2,17,-0.14610173409551566
50.0,7.0,3.2,4.7,1.4,15,0.17763861494919236
51.0,6.4,3.2,4.5,1.5,15,0.4348330633495142
52.0,6.9,3.1,4.9,1.5,15,0.0872406605517408
53.0,5.5,2.3,4.0,1.3,16,0.5044462011998951
54.0,6.5,2.8,4.6,1.5,15,0.4589516197259823
55.0,5.7,2.8,4.5,1.3,16,0.07636507876896768
56.0,6.3,3.3,4.7,1.6,15,0.3415289204400735
57.0,4.9,2.4,3.3,1.0,16,0.5039828765822979
58.0,6.6,2.9,4.6,1.3,15,0.4378776392177897
59.0,5.2,2.7,3.9,1.4,16,0.5226166212439411
60.0,5.0,2.0,3.5,1.0,16,0.4825509607940679
61.0,5.9,3.0,4.2,1.5,15,-0.055595108650510434
62.0,6.0,2.2,4.0,1.0,16,0.30850435035978413
63.0,6.1,2.9,4.7,1.4,15,0.44476531329036584
64.0,5.6,2.9,3.6,1.3,16,0.48320095596582874
65.0,6.7,3.1,4.4,1.4,15,0.39429005809333095
66.0,5.6,3.0,4.5,1.5,16,0.0032351596697426676
67.0,5.8,2.7,4.1,1.0,16,0.40509564062603665
68.0,6.2,2.2,4.5,1.5,15,0.21028184309196488
69.0,5.6,2.5,3.9,1.1,16,0.560183101559585
70.0,5.9,3.2,4.8,1.8,15,0.3155404732355705
71.0,6.1,2.8,4.0,1.3,15,-0.17762747781228144
72.0,6.3,2.5,4.9,1.5,15,0.3888396997450987
73.0,6.1,2.8,4.7,1.2,15,0.3453154528676435
74.0,6.4,2.9,4.3,1.3,15,0.3100723493087531
75.0,6.6,3.0,4.4,1.4,15,0.43044718282877176
76.0,6.8,2.8,4.8,1.4,15,0.27759993015322476
77.0,6.7,3.0,5.0,1.7,19,-0.01277457146321513
78.0,6.0,2.9,4.5,1.5,15,0.3051688136471272
79.0,5.7,2.6,3.5,1.0,16,0.5094202011149206
80.0,5.5,2.4,3.8,1.1,16,0.5727343272098656
81.0,5.5,2.4,3.7,1.0,16,0.5645222996148453
82.0,5.8,2.7,3.9,1.2,16,0.468368944092677
83.0,6.0,2.7,5.1,1.6,15,0.3126860811724586
84.0,5.4,3.0,4.5,1.5,16,0.13577691686398188
85.0,6.0,3.4,4.5,1.6,15,0.3046090753337484
86.0,6.7,3.1,4.7,1.5,15,0.3014328536227213
87.0,6.3,2.3,4.4,1.3,15,0.1703962335228498
88.0,5.6,3.0,4.1,1.3,16,0.38760903541728114
89.0,5.5,2.5,4.0,1.3,16,0.5410118419278914
90.0,5.5,2.6,4.4,1.2,16,0.3527527913612353
91.0,6.1,3.0,4.6,1.4,15,0.40485105752720757
92.0,5.8,2.6,4.0,1.2,16,0.4537335092066813
93.0,5.0,2.3,3.3,1.0,16,0.5102302422969884
94.0,5.6,2.7,4.2,1.3,16,0.4324351470722581
95.0,5.7,3.0,4.2,1.2,16,0.30838398444680104
96.0,5.7,2.9,4.2,1.3,16,0.32864388284431234
97.0,6.2,2.9,4.3,1.3,15,0.20864134976038945
98.0,5.1,2.5,3.0,1.1,16,0.4152365748537484
99.0,5.7,2.8,4.1,1.3,16,0.41954479702348085
100.0,6.3,3.3,6.0,2.5,19,0.41289244820117205
101.0,5.8,2.7,5.1,1.9,15,0.2212236930946163
102.0,7.1,3.0,5.9,2.1,18,-0.039230274273601144
103.0,6.3,2.9,5.6,1.8,19,0.3811010353789297
104.0,6.5,3.0,5.8,2.2,19,0.5516640771493003
105.0,7.6,3.0,6.6,2.1,18,0.5425167516415421
106.0,4.9,2.5,4.5,1.7,16,0.24229943310590135
107.0,7.3,2.9,6.3,1.8,18,0.4170961642367978
108.0,6.7,2.5,5.8,1.8,19,0.3018142799145245
109.0,7.2,3.6,6.1,2.5,18,0.13600394518330944
110.0,6.5,3.2,5.1,2.0,19,0.303059429155594
111.0,6.4,2.7,5.3,1.9,19,0.23081676403273105
112.0,6.8,3.0,5.5,2.1,19,0.5579753691480096
113.0,5.7,2.5,5.0,2.0,15,0.23789016774182492
114.0,5.8,2.8,5.1,2.4,15,-0.06676599027758262
115.0,6.4,3.2,5.3,2.3,19,0.5009921432497662
116.0,6.5,3.0,5.5,1.8,19,0.44648824500434997
117.0,7.7,3.8,6.7,2.2,18,0.4313771580390556
118.0,7.7,2.6,6.9,2.3,18,0.4424050597536282
119.0,6.0,2.2,5.0,1.5,15,0.3206944710774065
120.0,6.9,3.2,5.7,2.3,19,0.39189656974198667
121.0,5.6,2.8,4.9,2.0,15,0.26650435000253936
122.0,7.7,2.8,6.7,2.0,18,0.5204258554569304
123.0,6.3,2.7,4.9,1.8,15,0.2845761254973827
124.0,6.7,3.3,5.7,2.1,19,0.4989907417490779
125.0,7.2,3.2,6.0,1.8,18,0.21737176024532529
126.0,6.2,2.8,4.8,1.8,15,0.3741344977200767
127.0,6.1,3.0,4.9,1.8,15,0.3003395349410573
128.0,6.4,2.8,5.6,2.1,19,0.5166103191643606
129.0,7.2,3.0,5.8,1.6,18,0.04420817564175413
130.0,7.4,2.8,6.1,1.9,18,0.3799715081387682
131.0,7.9,3.8,6.4,2.0,18,0.4304776866734342
132.0,6.4,2.8,5.6,2.2,19,0.530023948261208
133.0,6.3,2.8,5.1,1.5,15,0.25459747680514716
134.0,6.1,2.6,5.6,1.4,15,-0.012917128702091833
135.0,7.7,3.0,6.1,2.3,18,0.4353223670996551
136.0,6.3,3.4,5.6,2.4,19,0.523400621032227
137.0,6.4,3.1,5.5,1.8,19,0.42388686628175354
138.0,6.0,3.0,4.8,1.8,15,0.3746657277512211
139.0,6.9,3.1,5.4,2.1,19,0.5164962110001607
140.0,6.7,3.1,5.6,2.4,19,0.5554872060683228
141.0,6.9,3.1,5.1,2.3,19,0.4220002854766699
142.0,5.8,2.7,5.1,1.9,15,0.2212236930946163
143.0,6.8,3.2,5.9,2.3,19,0.3267395128330369
144.0,6.7,3.3,5.7,2.5,19,0.46426412898553737
145.0,6.7,3.0,5.2,2.3,19,0.48664625695437014
146.0,6.3,2.5,5.0,1.9,15,0.15518330348802464
147.0,6.5,3.0,5.2,2.0,19,0.3743386768792524
148.0,6.2,3.4,5.4,2.3,19,0.4380207783258117
149.0,5.9,3.0,5.1,1.8,15,0.18957830957587968
0.0,5.1,3.5,1.4,0.2,21,0.8511335793982949
1.0,4.9,3.0,1.4,0.2,21,0.8287854632505419
2.0,4.7,3.2,1.3,0.2,21,0.836034606822658
3.0,4.6,3.1,1.5,0.2,21,0.82048069252374
4.0,5.0,3.6,1.4,0.2,21,0.8469060082971686
5.0,5.4,3.9,1.7,0.4,21,0.7656324516298387
6.0,4.6,3.4,1.4,0.3,21,0.8288913123272382
7.0,5.0,3.4,1.5,0.2,21,0.8546379528332192
8.0,4.4,2.9,1.4,0.2,21,0.7785931368899726
9.0,4.9,3.1,1.5,0.1,21,0.8374063440387319
10.0,5.4,3.7,1.5,0.2,21,0.8091953042434639
11.0,4.8,3.4,1.6,0.2,21,0.8420069303969618
12.0,4.8,3.0,1.4,0.1,21,0.8246397021463207
13.0,4.3,3.0,1.1,0.1,21,0.7680314352292981
14.0,5.8,4.0,1.2,0.2,21,0.7191659917928801
15.0,5.7,4.4,1.5,0.4,21,0.6688056025049685
16.0,5.4,3.9,1.3,0.4,21,0.7834193051355786
17.0,5.1,3.5,1.4,0.3,21,0.8500025480211056
18.0,5.7,3.8,1.7,0.3,21,0.731933932607534
19.0,5.1,3.8,1.5,0.3,21,0.822769528147239
20.0,5.4,3.4,1.7,0.2,21,0.8010632366044934
21.0,5.1,3.7,1.5,0.4,21,0.8289321401131489
22.0,4.6,3.6,1.0,0.2,21,0.7994260987062751
23.0,5.1,3.3,1.7,0.5,21,0.8131541709205035
24.0,4.8,3.4,1.9,0.2,21,0.798533458681725
25.0,5.0,3.0,1.6,0.2,21,0.8183891700915721
26.0,5.0,3.4,1.6,0.4,21,0.8406154651744024
27.0,5.2,3.5,1.5,0.2,21,0.8433659795250631
28.0,5.2,3.4,1.4,0.2,21,0.8449828009705286
29.0,4.7,3.2,1.6,0.2,21,0.8308596934502862
30.0,4.8,3.1,1.6,0.2,21,0.8302776136579139
31.0,5.4,3.4,1.5,0.4,21,0.8109300207536722
32.0,5.2,4.1,1.5,0.1,21,0.7719173169737777
33.0,5.5,4.2,1.4,0.2,21,0.7360265011787668
34.0,4.9,3.1,1.5,0.1,21,0.8374063440387319
35.0,5.0,3.2,1.2,0.2,21,0.8368399677895418
36.0,5.5,3.5,1.3,0.2,21,0.8021735147740392
37.0,4.9,3.1,1.5,0.1,21,0.8374063440387319
38.0,4.4,3.0,1.3,0.2,21,0.7893061414324998
39.0,5.1,3.4,1.5,0.2,21,0.8516244166181788
40.0,5.0,3.5,1.3,0.3,21,0.8479199563837209
41.0,4.5,2.3,1.3,0.3,21,0.6914218878312308
42.0,4.4,3.2,1.3,0.2,21,0.801682612780537
43.0,5.0,3.5,1.6,0.6,21,0.8138848815540302
44.0,5.1,3.8,1.9,0.4,21,0.770213037567978
45.0,4.8,3.0,1.4,0.3,21,0.8244792197230543
46.0,5.1,3.8,1.6,0.2,21,0.8178867179671526
47.0,4.6,3.2,1.4,0.2,21,0.829029503879693
48.0,5.3,3.7,1.5,0.2,21,0.82155636362888
49.0,5.0,3.3,1.4,0.2,21,0.8536286582081197
50.0,7.0,3.2,4.7,1.4,22,0.6572796683865773
51.0,6.4,3.2,4.5,1.5,22,0.6726409959598061
52.0,6.9,3.1,4.9,1.5,22,0.6987151600622796
53.0,5.5,2.3,4.0,1.3,22,0.4505921345044207
54.0,6.5,2.8,4.6,1.5,22,0.7019579862351075
55.0,5.7,2.8,4.5,1.3,22,0.6261548808511123
56.0,6.3,3.3,4.7,1.6,22,0.6953361241834604
57.0,4.9,2.4,3.3,1.0,21,0.07437179821447604
58.0,6.6,2.9,4.6,1.3,22,0.6794830332332921
59.0,5.2,2.7,3.9,1.4,22,0.37046135597504537
60.0,5.0,2.0,3.5,1.0,22,0.06827967731335577
61.0,5.9,3.0,4.2,1.5,22,0.6000918692821905
62.0,6.0,2.2,4.0,1.0,22,0.4622317769815006
63.0,6.1,2.9,4.7,1.4,22,0.7029714731561016
64.0,5.6,2.9,3.6,1.3,22,0.2987543892932777
65.0,6.7,3.1,4.4,1.4,22,0.6434307416664902
66.0,5.6,3.0,4.5,1.5,22,0.6220312893675862
67.0,5.8,2.7,4.1,1.0,22,0.49822711548809945
68.0,6.2,2.2,4.5,1.5,22,0.6429548669061945
69.0,5.6,2.5,3.9,1.1,22,0.4140252585004908
70.0,5.9,3.2,4.8,1.8,22,0.6958073418372235
71.0,6.1,2.8,4.0,1.3,22,0.5443480823907609
72.0,6.3,2.5,4.9,1.5,22,0.717630198255835
73.0,6.1,2.8,4.7,1.2,22,0.6789996693857213
74.0,6.4,2.9,4.3,1.3,22,0.6326024567729432
75.0,6.6,3.0,4.4,1.4,22,0.6545128068091595
76.0,6.8,2.8,4.8,1.4,22,0.6971419374550508
77.0,6.7,3.0,5.0,1.7,22,0.7333851818515377
78.0,6.0,2.9,4.5,1.5,22,0.6779170705881794
79.0,5.7,2.6,3.5,1.0,22,0.21469151066268788
80.0,5.5,2.4,3.8,1.1,22,0.35032650578990226
81.0,5.5,2.4,3.7,1.0,22,0.2836046712870473
82.0,5.8,2.7,3.9,1.2,22,0.4663588753511658
83.0,6.0,2.7,5.1,1.6,22,0.7283966305946995
84.0,5.4,3.0,4.5,1.5,22,0.5832270839431525
85.0,6.0,3.4,4.5,1.6,22,0.6383065692072353
86.0,6.7,3.1,4.7,1.5,22,0.6966194378516416
87.0,6.3,2.3,4.4,1.3,22,0.6240445549319277
88.0,5.6,3.0,4.1,1.3,22,0.5071616182230442
89.0,5.5,2.5,4.0,1.3,22,0.462765463860656
90.0,5.5,2.6,4.4,1.2,22,0.5580486737676419
91.0,6.1,3.0,4.6,1.4,22,0.6878756761167836
92.0,5.8,2.6,4.0,1.2,22,0.5019333641550752
93.0,5.0,2.3,3.3,1.0,21,0.04286161420906248
94.0,5.6,2.7,4.2,1.3,22,0.5471992807681648
95.0,5.7,3.0,4.2,1.2,22,0.5398934656278634
96.0,5.7,2.9,4.2,1.3,22,0.5607581355870247
97.0,6.2,2.9,4.3,1.3,22,0.6309796927156762
98.0,5.1,2.5,3.0,1.1,21,0.1940570424592514
99.0,5.7,2.8,4.1,1.3,22,0.5351071860895138
100.0,6.3,3.3,6.0,2.5,22,0.6778770435294157
101.0,5.8,2.7,5.1,1.9,22,0.7130302565936338
102.0,7.1,3.0,5.9,2.1,22,0.698148899917887
103.0,6.3,2.9,5.6,1.8,22,0.7379644063549045
104.0,6.5,3.0,5.8,2.2,22,0.7219494799971784
105.0,7.6,3.0,6.6,2.1,22,0.6230980239832996
106.0,4.9,2.5,4.5,1.7,22,0.48383955515113714
107.0,7.3,2.9,6.3,1.8,22,0.6606365184753181
108.0,6.7,2.5,5.8,1.8,22,0.711005206943204
109.0,7.2,3.6,6.1,2.5,22,0.6423765560620652
110.0,6.5,3.2,5.1,2.0,22,0.7350102638425486
111.0,6.4,2.7,5.3,1.9,22,0.7472173158381908
112.0,6.8,3.0,5.5,2.1,22,0.7320252261249119
113.0,5.7,2.5,5.0,2.0,22,0.6845958615660768
114.0,5.8,2.8,5.1,2.4,22,0.6834991603327416
115.0,6.4,3.2,5.3,2.3,22,0.7232685906528576
116.0,6.5,3.0,5.5,1.8,22,0.7440930007454265
117.0,7.7,3.8,6.7,2.2,22,0.582005041238974
118.0,7.7,2.6,6.9,2.3,22,0.5932199387164003
119.0,6.0,2.2,5.0,1.5,22,0.6790503450469874
120.0,6.9,3.2,5.7,2.3,22,0.7069467418955274
121.0,5.6,2.8,4.9,2.0,22,0.6759825315168745
122.0,7.7,2.8,6.7,2.0,22,0.6103604109974753
123.0,6.3,2.7,4.9,1.8,22,0.7392818854913297
124.0,6.7,3.3,5.7,2.1,22,0.7170018496959204
125.0,7.2,3.2,6.0,1.8,22,0.6805090036891586
126.0,6.2,2.8,4.8,1.8,22,0.7328157484123943
127.0,6.1,3.0,4.9,1.8,22,0.7331457714706475
128.0,6.4,2.8,5.6,2.1,22,0.7359945059482418
129.0,7.2,3.0,5.8,1.6,22,0.6877457425079772
130.0,7.4,2.8,6.1,1.9,22,0.6663053224545396
131.0,7.9,3.8,6.4,2.0,22,0.5818079982101851
132.0,6.4,2.8,5.6,2.2,22,0.7313466448912942
133.0,6.3,2.8,5.1,1.5,22,0.7385803127800187
134.0,6.1,2.6,5.6,1.4,22,0.7033206064846939
135.0,7.7,3.0,6.1,2.3,22,0.6368711183638969
136.0,6.3,3.4,5.6,2.4,22,0.6969088619947145
137.0,6.4,3.1,5.5,1.8,22,0.7406453988569605
138.0,6.0,3.0,4.8,1.8,22,0.718844597796627
139.0,6.9,3.1,5.4,2.1,22,0.7243522261111435
140.0,6.7,3.1,5.6,2.4,22,0.7149825910044343
141.0,6.9,3.1,5.1,2.3,22,0.7060075305497537
142.0,5.8,2.7,5.1,1.9,22,0.7130302565936338
143.0,6.8,3.2,5.9,2.3,22,0.7017440748614401
144.0,6.7,3.3,5.7,2.5,22,0.695822498516662
145.0,6.7,3.0,5.2,2.3,22,0.7242168906781252
146.0,6.3,2.5,5.0,1.9,22,0.7301116089356622
147.0,6.5,3.0,5.2,2.0,22,0.7472090776266814
148.0,6.2,3.4,5.4,2.3,22,0.7024623242613646
149.0,5.9,3.0,5.1,1.8,22,0.7238197629802046
0.0,5.1,3.5,1.4,0.2,24,0.8515729751897538
1.0,4.9,3.0,1.4,0.2,24,0.8178870028010765
